spending_id,block_id,project_id,budget_year,recipient_name,corporate_number,address,corporation_type,is_other_recipient,amount,contract_method,contract_method_detail,bidders_count,successful_bid_rate,single_bid_reason,is_other_contract,contract_summary,created_at
3,1,1,2024,株式会社カタルチア,5010000000000.0,東京都港区芝２丁目６番３号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
3,2,1,2024,株式会社カタルチア,5010000000000.0,東京都港区芝２丁目６番３号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
3,3,1,2024,株式会社カタルチア,5010000000000.0,東京都港区芝２丁目６番３号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
3,4,1,2024,株式会社カタルチア,5010000000000.0,東京都港区芝２丁目６番３号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
3,5,1,2024,株式会社カタルチア,5010000000000.0,東京都港区芝２丁目６番３号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
3,6,1,2024,株式会社カタルチア,5010000000000.0,東京都港区芝２丁目６番３号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
3,7,1,2024,株式会社カタルチア,5010000000000.0,東京都港区芝２丁目６番３号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
3,8,1,2024,株式会社カタルチア,5010000000000.0,東京都港区芝２丁目６番３号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
4,1,1,2024,株式会社カタルチア,5010000000000.0,東京都港区芝２丁目６番３号,301.0,False,999000.0,随意契約（少額）,,,,,False,研修に関する動画教材の制作業務,2025-08-25T06:25:44.431370
4,2,1,2024,株式会社カタルチア,5010000000000.0,東京都港区芝２丁目６番３号,301.0,False,999000.0,随意契約（少額）,,,,,False,研修に関する動画教材の制作業務,2025-08-25T06:25:44.431370
4,3,1,2024,株式会社カタルチア,5010000000000.0,東京都港区芝２丁目６番３号,301.0,False,999000.0,随意契約（少額）,,,,,False,研修に関する動画教材の制作業務,2025-08-25T06:25:44.431370
4,4,1,2024,株式会社カタルチア,5010000000000.0,東京都港区芝２丁目６番３号,301.0,False,999000.0,随意契約（少額）,,,,,False,研修に関する動画教材の制作業務,2025-08-25T06:25:44.431370
4,5,1,2024,株式会社カタルチア,5010000000000.0,東京都港区芝２丁目６番３号,301.0,False,999000.0,随意契約（少額）,,,,,False,研修に関する動画教材の制作業務,2025-08-25T06:25:44.431370
4,6,1,2024,株式会社カタルチア,5010000000000.0,東京都港区芝２丁目６番３号,301.0,False,999000.0,随意契約（少額）,,,,,False,研修に関する動画教材の制作業務,2025-08-25T06:25:44.431370
4,7,1,2024,株式会社カタルチア,5010000000000.0,東京都港区芝２丁目６番３号,301.0,False,999000.0,随意契約（少額）,,,,,False,研修に関する動画教材の制作業務,2025-08-25T06:25:44.431370
4,8,1,2024,株式会社カタルチア,5010000000000.0,東京都港区芝２丁目６番３号,301.0,False,999000.0,随意契約（少額）,,,,,False,研修に関する動画教材の制作業務,2025-08-25T06:25:44.431370
5,1,1,2024,株式会社サウンズネクスト,4010000000000.0,東京都千代田区隼町２番１９号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
5,2,1,2024,株式会社サウンズネクスト,4010000000000.0,東京都千代田区隼町２番１９号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
5,3,1,2024,株式会社サウンズネクスト,4010000000000.0,東京都千代田区隼町２番１９号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
5,4,1,2024,株式会社サウンズネクスト,4010000000000.0,東京都千代田区隼町２番１９号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
5,5,1,2024,株式会社サウンズネクスト,4010000000000.0,東京都千代田区隼町２番１９号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
5,6,1,2024,株式会社サウンズネクスト,4010000000000.0,東京都千代田区隼町２番１９号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
5,7,1,2024,株式会社サウンズネクスト,4010000000000.0,東京都千代田区隼町２番１９号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
5,8,1,2024,株式会社サウンズネクスト,4010000000000.0,東京都千代田区隼町２番１９号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
6,1,1,2024,株式会社サウンズネクスト,4010000000000.0,東京都千代田区隼町２番１９号,301.0,False,999000.0,随意契約（少額）,,,,,False,幹部候補育成課程中央研修（係長級）の運営支援に関する業務,2025-08-25T06:25:44.431370
6,2,1,2024,株式会社サウンズネクスト,4010000000000.0,東京都千代田区隼町２番１９号,301.0,False,999000.0,随意契約（少額）,,,,,False,幹部候補育成課程中央研修（係長級）の運営支援に関する業務,2025-08-25T06:25:44.431370
6,3,1,2024,株式会社サウンズネクスト,4010000000000.0,東京都千代田区隼町２番１９号,301.0,False,999000.0,随意契約（少額）,,,,,False,幹部候補育成課程中央研修（係長級）の運営支援に関する業務,2025-08-25T06:25:44.431370
6,4,1,2024,株式会社サウンズネクスト,4010000000000.0,東京都千代田区隼町２番１９号,301.0,False,999000.0,随意契約（少額）,,,,,False,幹部候補育成課程中央研修（係長級）の運営支援に関する業務,2025-08-25T06:25:44.431370
6,5,1,2024,株式会社サウンズネクスト,4010000000000.0,東京都千代田区隼町２番１９号,301.0,False,999000.0,随意契約（少額）,,,,,False,幹部候補育成課程中央研修（係長級）の運営支援に関する業務,2025-08-25T06:25:44.431370
6,6,1,2024,株式会社サウンズネクスト,4010000000000.0,東京都千代田区隼町２番１９号,301.0,False,999000.0,随意契約（少額）,,,,,False,幹部候補育成課程中央研修（係長級）の運営支援に関する業務,2025-08-25T06:25:44.431370
6,7,1,2024,株式会社サウンズネクスト,4010000000000.0,東京都千代田区隼町２番１９号,301.0,False,999000.0,随意契約（少額）,,,,,False,幹部候補育成課程中央研修（係長級）の運営支援に関する業務,2025-08-25T06:25:44.431370
6,8,1,2024,株式会社サウンズネクスト,4010000000000.0,東京都千代田区隼町２番１９号,301.0,False,999000.0,随意契約（少額）,,,,,False,幹部候補育成課程中央研修（係長級）の運営支援に関する業務,2025-08-25T06:25:44.431370
7,1,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
7,2,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
7,3,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
7,4,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
7,5,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
7,6,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
7,7,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
7,8,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
8,1,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,910000.0,随意契約（少額）,,,,,False,国家公務員合同初任研修ライブ配信実施等請負業務,2025-08-25T06:25:44.431370
8,2,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,910000.0,随意契約（少額）,,,,,False,国家公務員合同初任研修ライブ配信実施等請負業務,2025-08-25T06:25:44.431370
8,3,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,910000.0,随意契約（少額）,,,,,False,国家公務員合同初任研修ライブ配信実施等請負業務,2025-08-25T06:25:44.431370
8,4,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,910000.0,随意契約（少額）,,,,,False,国家公務員合同初任研修ライブ配信実施等請負業務,2025-08-25T06:25:44.431370
8,5,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,910000.0,随意契約（少額）,,,,,False,国家公務員合同初任研修ライブ配信実施等請負業務,2025-08-25T06:25:44.431370
8,6,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,910000.0,随意契約（少額）,,,,,False,国家公務員合同初任研修ライブ配信実施等請負業務,2025-08-25T06:25:44.431370
8,7,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,910000.0,随意契約（少額）,,,,,False,国家公務員合同初任研修ライブ配信実施等請負業務,2025-08-25T06:25:44.431370
8,8,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,910000.0,随意契約（少額）,,,,,False,国家公務員合同初任研修ライブ配信実施等請負業務,2025-08-25T06:25:44.431370
9,1,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,374000.0,随意契約（少額）,,,,,False,国家公務員合同初任研修講義動画制作業務,2025-08-25T06:25:44.431370
9,2,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,374000.0,随意契約（少額）,,,,,False,国家公務員合同初任研修講義動画制作業務,2025-08-25T06:25:44.431370
9,3,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,374000.0,随意契約（少額）,,,,,False,国家公務員合同初任研修講義動画制作業務,2025-08-25T06:25:44.431370
9,4,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,374000.0,随意契約（少額）,,,,,False,国家公務員合同初任研修講義動画制作業務,2025-08-25T06:25:44.431370
9,5,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,374000.0,随意契約（少額）,,,,,False,国家公務員合同初任研修講義動画制作業務,2025-08-25T06:25:44.431370
9,6,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,374000.0,随意契約（少額）,,,,,False,国家公務員合同初任研修講義動画制作業務,2025-08-25T06:25:44.431370
9,7,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,374000.0,随意契約（少額）,,,,,False,国家公務員合同初任研修講義動画制作業務,2025-08-25T06:25:44.431370
9,8,1,2024,株式会社ステージ,3013300000000.0,東京都豊島区高松１丁目１番１１号,301.0,False,374000.0,随意契約（少額）,,,,,False,国家公務員合同初任研修講義動画制作業務,2025-08-25T06:25:44.431370
10,1,1,2024,株式会社デジタル・ナレッジ,3010500000000.0,東京都台東区上野５丁目３番４号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
10,2,1,2024,株式会社デジタル・ナレッジ,3010500000000.0,東京都台東区上野５丁目３番４号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
10,3,1,2024,株式会社デジタル・ナレッジ,3010500000000.0,東京都台東区上野５丁目３番４号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
10,4,1,2024,株式会社デジタル・ナレッジ,3010500000000.0,東京都台東区上野５丁目３番４号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
10,5,1,2024,株式会社デジタル・ナレッジ,3010500000000.0,東京都台東区上野５丁目３番４号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
10,6,1,2024,株式会社デジタル・ナレッジ,3010500000000.0,東京都台東区上野５丁目３番４号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
10,7,1,2024,株式会社デジタル・ナレッジ,3010500000000.0,東京都台東区上野５丁目３番４号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
10,8,1,2024,株式会社デジタル・ナレッジ,3010500000000.0,東京都台東区上野５丁目３番４号,301.0,False,,,,,,,,,2025-08-25T06:25:44.431370
